,phrase,label,sentiment,subjectivity,language,count
Bayern,,,,,,
Rheinland-Pfalz,,,,,,
Timmendorfer Strand,,,,,,
Deutschland,,,,,,
Thailand,,,,,,
Ahrtal,,,,,,
Vietnam,,,,,,
Indonesien,,,,,,
Mexiko,,,,,,
Portugal,,,,,,
Sachsen-Anhalt,,,,,,
Hawaii,,,,,,
Niedersachsen,,,,,,
…,,,,,,
Elbe,,,,,,
Koblenz,,,,,,
Hessen,,,,,,
Rhein,,,,,,
Mosel,,,,,,
Brandenburg,,,,,,
Frankfurt,,,,,,
Bayerns,,,,,,
Thüringen,,,,,,
Oder,,,,,,
USA,,,,,,
Sri Lanka,,,,,,
Donau,,,,,,
Frankreich,,,,,,
Europa,,,,,,
Deutschlands,,,,,,
Spanien,,,,,,
Bremen,,,,,,
Brasilien,,,,,,
Philippinen,,,,,,
Saarland,,,,,,
Prignitz,,,,,,
Stadt,,,,,,
Österreich,,,,,,
Brasiliens,,,,,,
Sumatra,,,,,,
München,,,,,,
Südostasien,,,,,,
Australiens,,,,,,
Flüssen,,,,,,
Dauerregen,,,,,,
Saarbrücken,,,,,,
Washington,,,,,,
Kanadas,,,,,,
Ostsee,,,,,,
Schleswig-Holstein,,,,,,
Bode,,,,,,
Feldkirch,,,,,,
Harz,,,,,,
Steiermark,,,,,,
Unstrut,,,,,,
Pinzgau,,,,,,
Hollersbach,,,,,,
Ostseeküste,,,,,,
Hamburg,,,,,,
Hochwasser,,,,,,
Not,,,,,,
Polen,,,,,,
Freistaat,,,,,,
Südthailand,,,,,,
Dörsbach,,,,,,
Halle,,,,,,
Deiche,,,,,,
Asien,,,,,,
Überflutungen,,,,,,
Südfrankreich,,,,,,
Marokko,,,,,,
Mosambik,,,,,,
Franken,,,,,,
Ilse,,,,,,
Berlin,,,,,,
Magdeburg,,,,,,
Nordrhein-Westfalen,,,,,,
Buckelwal,,,,,,
China,,,,,,
Südspanien,,,,,,
Frankreichs,,,,,,
